class,precision,recall,f1_score
기쁨,0.9301570816564975,0.9554607280970796,0.9426391264307328
당황,0.7343120696375212,0.7582506037027099,0.7460893670384793
분노,0.7406402604449267,0.731805388017692,0.7361963190184049
불안,0.5319148936170213,0.5265289590927501,0.5292082230816202
상처,0.49229930489300805,0.48659571601778256,0.4894308943089431
슬픔,0.7247678489876693,0.6365824308062575,0.6778189066059226
중립,0.7804337111877773,0.8555990814534649,0.8162897093884915
