epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,epoch_seconds
1,1.0710533512969587,0.5989542799380977,1.0342259311835083,0.6250239803552929,909.8055438995361
2,0.8672697324024216,0.6773519755968834,0.9507226654959924,0.6507117369450945,919.7162547111511
3,0.7619726939412456,0.7166268595300074,0.9361237984109054,0.6697617311898093,915.4865362644196
4,0.6728266517696634,0.7497696553328145,0.909793484780646,0.6720062924452289,912.0257852077484
5,0.5914712604709953,0.7802646056409843,0.9422179926902184,0.6762076506925526,938.4741308689117
6,0.511354759924025,0.8095966508332663,0.9486784467511719,0.684763841461075,922.7180190086365
7,0.4351834595317502,0.8384993156750664,1.0366879899452266,0.6797567432759084,912.6848080158234
8,0.36387347986459945,0.8635241392265787,1.1774016220489345,0.6838813643862948,920.7550048828125
9,0.30340643216316626,0.8862768250901252,1.2513927718917417,0.6805049303610482,918.1059491634369
