class,precision,recall,f1_score
기쁨,0.9193197800792737,0.9587945059341245,0.9386422976501305
당황,0.7386271870794078,0.7362489938288167,0.7374361730717549
분노,0.7374475571795913,0.730331054818389,0.7338720538720539
불안,0.5098490662573548,0.5381395976778722,0.5236124794745485
상처,0.49920685279187815,0.42395257981948,0.4585124207765717
슬픔,0.7340852904820766,0.635245353656906,0.681098129166368
중립,0.7410031488978858,0.8900445765230312,0.8087143295489414
