class,precision,recall,f1_score
기쁨,0.881094527363184,0.944659287905054,0.9117703841946071
당황,0.6688841471068157,0.7149181647437617,0.6911354646261592
분노,0.6758495315340511,0.6477683956574186,0.6615110867779906
불안,0.4560483870967742,0.4580801944106926,0.4570620327338856
상처,0.44503481128618544,0.32722618887242355,0.3771446316279792
슬픔,0.6376152920732523,0.6377858002406739,0.6377005347593583
중립,0.6793573174991268,0.7881939754153722,0.7297398699349675
