class,precision,recall,f1_score
기쁨,0.9076801683324566,0.9203893852513668,0.913990597894458
당황,0.677490234375,0.7445666756104106,0.7094465038987601
분노,0.6518208016767094,0.6669347272483581,0.6592911560119245
불안,0.4756292739706096,0.4413392736600513,0.45784313725490194
상처,0.472698356600106,0.3603664286676546,0.4089588747897875
슬픔,0.6400456360524814,0.600080224628961,0.6194189496929129
중립,0.6634615384615384,0.8202080237741456,0.7335548172757476
