class,precision,recall,f1_score
기쁨,0.9305879305879305,0.9582611014801974,0.944221798830563
당황,0.7445910290237467,0.7571773544405688,0.7508314487162432
분노,0.7090730990571813,0.776169414287629,0.7411057077041208
불안,0.5527006492609476,0.5401647090589983,0.5463607811006418
상처,0.5321044546850998,0.4666576855718712,0.49723677599942584
슬픔,0.7215046132008517,0.6796363150153764,0.6999449187551638
중립,0.8022383314256645,0.8520869917600973,0.8264116336957946
