class,precision,recall,f1_score
기쁨,0.9108414666314957,0.9209227897052941,0.9158543863139049
당황,0.6650412603150788,0.7135766031660853,0.6884545689878333
분노,0.7145646867371847,0.5885270071036054,0.6454505365280023
불안,0.5094128193635141,0.3068718779532874,0.3830145757856601
상처,0.35634113080876956,0.45763168530243836,0.4006841236140599
슬픔,0.6095972351455536,0.6131835806926059,0.6113851486468471
중립,0.6528199932455252,0.7833310819937863,0.7121454009578779
