class,precision,recall,f1_score
기쁨,0.9486310653293576,0.9333244432591012,0.9409155071587013
당황,0.7725507121277514,0.7204185672122351,0.7455744533148212
분노,0.7207892700541656,0.7490952955367913,0.7346697338153139
불안,0.5388607759179966,0.5606858377210746,0.5495567023951303
상처,0.4833849619825401,0.4624814764919844,0.47270223752151463
슬픔,0.7021549878692736,0.6578419574809466,0.679276542868977
중립,0.7788987480247964,0.8655950290422801,0.819961612284069
