class,precision,recall,f1_score
기쁨,0.9385327164573695,0.9467929057207628,0.9426447158789166
당황,0.7187303976916322,0.7685806278508184,0.7428200972447325
분노,0.7677400968937019,0.7221552070767994,0.7442502935285586
불안,0.5442340305257207,0.5199135952477386,0.5317958986397846
상처,0.49337281443880426,0.4713727603394854,0.4821219428177747
슬픔,0.6928514270472126,0.6946115790881133,0.6937303865927756
중립,0.7902858588413862,0.8439821693907875,0.816251877980273
