class,precision,recall,f1_score
기쁨,0.9092702169625246,0.9221229497266302,0.9156514830508474
당황,0.736947218259629,0.6930507110276362,0.714325221238938
분노,0.71875,0.638118214716526,0.676038338658147
불안,0.4941030415890751,0.42986364250033754,0.4597501985416215
상처,0.4480633802816901,0.4114239525798195,0.428962708055341
슬픔,0.6742729306487696,0.6044925792218211,0.6374788494077834
중립,0.5926570225233474,0.8743752532756991,0.7064665757162346
