class,precision,recall,f1_score
기쁨,0.9372747898038168,0.9365248699826644,0.9368996798292423
당황,0.7158818834796489,0.7220284411054467,0.7189420251135453
분노,0.7759925845821103,0.6732341509181075,0.7209702885029424
불안,0.5037893384714194,0.5294991224517348,0.5163243812532912
상처,0.47385103011093505,0.4028021015761821,0.4354474623170465
슬픔,0.6759769210595332,0.6892632704907073,0.6825554452168157
중립,0.7391548032731756,0.8907199783871403,0.8078902229845626
