epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,epoch_seconds
1,1.1587406745528677,0.5620499333565915,1.0996508412559103,0.5846410620419752,818.0482459068298
2,0.9834151397730211,0.6312159514800204,1.059679612046818,0.6141464911944136,647.1008973121643
3,0.9049307685950081,0.6607895231194483,1.020184812073568,0.6261750374093542,647.781661272049
4,0.8456695136449447,0.6828310477775095,1.0067524727291985,0.6267697502206193,658.8956863880157
5,0.7950399474222203,0.7023902172843481,1.0202557882568135,0.6353067567049073,673.7266118526459
6,0.7530190428187619,0.7179865639731995,1.0312067619003722,0.636150865211219,670.4028468132019
7,0.7117131270766754,0.7335963287980034,1.0413419169773346,0.6395081149522311,678.2947111129761
8,0.6775467288526208,0.7468042472873002,1.054792977606798,0.6401220120477304,671.328941822052
9,0.6450396999546805,0.7594172950827004,1.0597964365188093,0.6357479952422975,663.9720997810364
