class,precision,recall,f1_score
기쁨,0.9390407288317256,0.9346579543939192,0.9368442157321393
당황,0.7645569620253164,0.6077273946874161,0.6771806562523357
분노,0.6414581682327635,0.7594156279319126,0.6954707254204001
불안,0.5092033160039342,0.4892669096800324,0.49903607821536766
상처,0.4308323563892145,0.39606628047959047,0.4127184670456938
슬픔,0.6422682987759181,0.6875250701965503,0.6641265741039716
중립,0.7688827447530476,0.8264217209239497,0.7966145833333333
