class,precision,recall,f1_score
기쁨,0.9151244416081685,0.9561274836644886,0.9351767314464589
당황,0.7787888296203326,0.6659511671585726,0.7179635522129013
분노,0.7075408963957973,0.7130411472992897,0.7102803738317757
불안,0.48141795311606633,0.5683812609693533,0.5212976721149084
상처,0.46673370202781966,0.3751852350801563,0.41598207617625094
슬픔,0.6903440621531631,0.6653295895173151,0.6776060461632737
중립,0.7438075017692852,0.8518168310144536,0.7941565392607518
