epoch,train_loss,train_acc,val_loss,val_acc,minutes
1,1.9545445842784466,0.14296129315048886,1.9459828790908296,0.14553198020181868,14.064196328322092
2,1.946547397581739,0.1427197667033429,1.946258666555326,0.14152246479683844,14.039116020997366
3,1.94645019690618,0.1413913712440401,1.9461509631371017,0.1432106818094617,14.02695128917694
4,1.9462807942620872,0.14392292622708852,1.9459827535238332,0.14250086329279055,14.03111972808838
5,1.9461121308267064,0.1441063074184401,1.9459899684827848,0.1425200475770249,14.038343834877015
6,1.9461979074764961,0.1423216953367505,1.9461682867492485,0.14225146759774393,14.046404127279917
7,1.946099157401153,0.14396765334693037,1.946509864756304,0.14305720753558684,14.041603251298268
8,1.9460984887205253,0.1430686382381093,1.9460310924676614,0.1442850017265856,14.038446346918741
9,1.9460946515312225,0.14299260213437817,1.9461234600313544,0.14167593907071327,14.035867329438528
