class,precision,recall,f1_score
기쁨,0.9447919499592059,0.9265235364715295,0.9355685720056555
당황,0.7367904695164681,0.7052589213844915,0.7206799643567071
분노,0.6905980771631914,0.7413215386677389,0.7150614091790563
불안,0.5378945681781766,0.4532199270959903,0.4919402110199297
상처,0.45722623252956535,0.4010507880910683,0.427300129180422
슬픔,0.646148083406168,0.6919374247894103,0.6682592975206612
중립,0.7273034848313973,0.8711333243279752,0.7927473878303626
