class,precision,recall,f1_score
기쁨,0.9263007655378228,0.9519935991465529,0.9389714586347494
당황,0.7389751339469708,0.7216259726321438,0.7301975157809
분노,0.67038310995137,0.7575392038600723,0.711301283664737
불안,0.5155375139977604,0.49723234777912784,0.5062195038141708
상처,0.472646404744255,0.4294759531186852,0.4500282326369283
슬픔,0.7866198556660815,0.539243214333467,0.6398540377597969
중립,0.6893634581656866,0.9026070511954613,0.7817033224145999
